sentiment,content
happiness,"@MissShell20 eeeeep so jealous ;) I'm at work  um, how can u receive Viva? Do they broadcast it online? :plz:"
happiness,@OakMonster I hear ya.
happiness,@raczilla nice beta for easports still no news on the online for madden
happiness,Just recollecting my jog this a.m. - almost perfect except unkown type hanging out by my vehicle.  Too much mental noise- only 6 mile jog
happiness,"@christa42 you mean the post concert blues ;) *lol*  Well, I soooo know what you mean ..."
happiness,LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx
happiness,Just found out my baby cousin is gonna be a dad!!!! At least he's married already. Everybody is getting married and having kids before me
happiness,had a great time at six flags yesterday.. its summer   my friend spent the night last night and just left so now i'm bored..
happiness,Nobody ever @mandagh' s   makes me sad
happiness,i really wanna play....
happiness,"Oh noesss seniors last day  However, tickling will till he was on the floor giggling made it totally worth it. Plus, a senior sandwhich!"
happiness,"@markfriend I asked mum bout going out tommorow, she laughed in my face lmao"
happiness,"I'm in a pub garden,  its boiling,  hannah no likey,"
happiness,http://twitpic.com/66uq4 - hotttt weather! getting blackk before it starts to rain again
happiness,New baby doing well.  I will be attempting to do some more &quot;painting&quot; this weekend.
happiness,"@tenuousness: aoh is one of the best bands. they played my frosh, i was stoked. i have to work tonight, or else i'd totally be there!"
happiness,to all members of CF! check your facebook in computer immediately. a sweet video from Gulardi is waiting for you all. made me teary
happiness,@isuhin O dear. so you're going to be fucking that kiddoe and I'm going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!&lt;3
happiness,"@evanlyoko Yay! At least I'll get to see you next year! I'm sad, too."
happiness,"Just got done working with Nate today...got another 100%! Yippee!! He's going on vacation next week, so I have to brave Calc on my own."
happiness,FRIDAY!! I gotta work tommorow tho
happiness,@luvinmycurves womp womp woooomp!
happiness,"Played  Friendly Gm today(Bulgaria). Def. is on pt., offensively, still working on timing.  Israel on Sun. Gotta cut 2 more players."
happiness,@gdrage LOL that'll teach me to blindly trust amazon search results without reading!
happiness,Excited to see the girls today; @takinakab its boring at work without you
happiness,@millionsbyname Jared's wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!
happiness,@skybluetom4 Ha Ha thanks Tom! I'm such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen?  x
happiness,"@ArnaudJacobs haha yeah this is improving my nite big time!!  i have to make a skype call soon tho, so will have to tear myself away.."
happiness,"Outside for just about 1 hour, the sun was bloody hot - no tan  Wait for monday then will spend around 2 hours outside ;)"
happiness,going camping in a coupla hours. gotta pack everything... by myself
happiness,@finalscoreB3G2  How nice
happiness,Trying to shop online wis I could find sevens for 40.  haha
happiness,i wish paramore would come to ireland
happiness,10 more days to go for Freedom!!!!!! Damn these xams!!
happiness,Listening 2 music @ home all alone lol  who wants 2 come over &amp; hang with me LOL!!
happiness,@benandskin Ah GDit! Ranger game this afternoon
happiness,@DEWz_PingPong Awww I'm teaching my son (when I have one) those manners!  Too many boys are lacking those!
happiness,@BlacksilkBlog Hugs to you for not being able to shag Crush anymore  x
happiness,"Out if class!! Yow party + four hour lecture don't mix attal!! I had to drink 3 red bulls &amp; I'm still sleepy .,,,,smh! Alrite bedtime"
happiness,im so fed up!!!...
happiness,@juliannerowat HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is
happiness,@mizzyalana Very nice!  Bea and I are so bummed we can't make it   We should try and get together in the near future.
happiness,@skinnymarie and guess what ! ive got 20 % ! wow its impossible
happiness,@DVNT Cheers. Wish I had more fonts to play with
happiness,Day is going well so far. Meeting until 4 though.
happiness,@marcftsk haha thanks for clarifying that.i thought u meant mr bello. I wish i could be there! That where my cousins live
happiness,can't wait to november for Jobros concert ! In examination
happiness,@flattycharn i know the IMUx1000 is not referring to me... (WHO IS IT AH?) but... i miss you
happiness,"Enjoyed this week off work, back next week"
happiness,#FF @AriesChild she is my Vegas buddy &amp; A Laker lover uuugh but I love her even though I'm all the way n Chicago
happiness,"@veeriwhoa OH SILENCE VERONA!  I AM WANTING TO GO   jaja, enjoyyitverymuch and bring me phothos of Danny and dougie ?"
happiness,"Totally been too long since I updated.  Saw Star Trek, excellent!  Killed Yogg-Saron 10 man.  Memorial Day killed 25 man raids"
happiness,"Planning to install Windows 7 tomorrow, so probably no new posts for another few days at least"
happiness,@ashleytisdale Ahhh I am sooo happy Ashley Tisdale is in Germany but I am not in Oberhausen...  But i will show it in the TV at 8 o' clock
happiness,"Dang it! It seems that every time I blip a song, it's unavailable."
happiness,@PhreshlyPhaded Oh wow  Thanks for the info.
happiness,Thinks its gonna rain
happiness,"Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol"
happiness,@nick_carter  awww poor you  - but you know ... you're doing it for US - bless you ;)))
happiness,@erinhosborn Thanks Legolas.  @betterlesson Fellowship. re: Google wave: like. @bing demoed 2. http://tinyurl.com/ma6j6l means &quot;Disease&quot;
happiness,@starangel82 @darkheath @140lover Everyone's going to think I'm a gold digger  Hahahaha
happiness,At the doctors office woooo so much fun. Have to go back to wotk after this cant afford to be off.
happiness,out enjoying the weather before i have to go to work.. last shift with @jamieallover
happiness,Had quite a cool day with Charlie and then Ben aswell (: got lost and stung by nettles
happiness,@HannahSukter anywayss to the point i am dying to spend my summer over there or somewhere hot with you guys
happiness,@rayrayyyyy &quot;now or never&quot; makes me cry everytime  lol.
happiness,http://twitpic.com/66ymw I'm gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!
happiness,"@Rush23 how about we start with a true Franchise online mode. Dynasty was huge, Madden online league not so much"
happiness,Just got back from the concert! Some mistakes... I kinda failed my Macedonian test  But my relatives from Serbia are here! WooHoo!!!
happiness,"Whew, the first night and day of summer were.....very sad  But, I have Jess's grad party to go to tonight!!!"
happiness,Just watched the &quot;Final Break&quot; final prison break episode. It was great. Farewell Prison Break. You will be dearly missed.
happiness,Burnt Agenn  Nice Day Tho  xxx
happiness,@caltort i have tried the Teriyaki - no cookie tho!  we got (non winning) Pop-tarts with it.  All was great!
happiness,@Sopphue i foot think it will let you since it.s international  but we have twitter haha
happiness,@shelleymcarthur I was only @ Cambie just slightly before the event then had to leave  Waiting for feedback though; I'll keep u posted!
happiness,"going out tonight, FINALLY. i wanty lie in the park but... cinema bound it looks"
happiness,@MorganMartinez My dream was about hanging out with all my friends. It was good until I woke up and they weren't there.
happiness,"went and got a pedicure and a manicure 2daii!!!! and den sunbathed all daii!!!! BEST DAY EVA!!!!! oh yeh,....did a teeny bit of study"
happiness,Just got back from the doctor... I don't need surgery yayyy!!!!!! But my knees are still fucked  not gonna get better
happiness,just done planting the garden...hope sun will shine soon!
happiness,almost done with my first day at the spa...I missed this place! Then headed to Fort Collins to close down casa de kent
happiness,@AmongstStars awee!
happiness,currently playing... part of the list
happiness,@eep2001 Might have to cancel our Disney trip this year.  Not too thrilled about it.
happiness,"Good am all..: hanging out with ma dad 2day, looking for a job still.."
happiness,@xxdePinkLadyxx I KNOW!!!!!!!!!!!!!!!! JOIN THE FREEKIN CLUB!!!!
happiness,"@darklord1  Ohh what fun! A night at Slimes, I miss that place!"
happiness,"Have ordered the cuuutest invitations for my new niece???s Christening, and they just arrived back in SA.  Sorry that I wont make it myself"
happiness,@danni_30439 I really wish I could go!
happiness,"@nick_carter Gotta make the video public, dear. LOL ...can't see it."
happiness,"Wearing exactly the same clothes as I used to wear in Canada, beanie (or touque) and all.  Ahh brings back memories... I miss the snow"
happiness,@oliviamunn SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU
happiness,@nethra - one more funny msg on fb. this time with an actual link  today i have received 5 such messages
happiness,"@susannaheanes bwaha! It's so far away, though.  But it looks fluffy! And Jared's hair's SHINNNY."
happiness,"@LeeHongRui hahaha.. it's ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then"
happiness,@marisette Weird! Maybe all the updates just aren't being sent to my phone  Haha
happiness,"@yikes77 It would be great if those VIPS were for some acts I'd enjoy seeing, but noooo."
happiness,@netmogul that sounds soooo good right now mmmm malasadas. i have to have more before i leave today
happiness,Goodbye sex in the city  let me hurry and give mi cuz that paper work @lailashah !!! Have 2 have summer in BK !!!
happiness,@NormaBecerra the washer se chingo  ha  ha!! I'm busting my grandma lucia waaaaay back in the early 90's lol
happiness,"@My3Daughters well it sounds delicious! i'll be laying out on my patio tom, sans pool!  Enjoy your burgers!!"
happiness,http://twitpic.com/670ar - this is post guitar hero ass kicking
happiness,"@NeilDavidson happened about three weeks ago. Why, is there a serial card fraudster on the loose?"
happiness,is enjoying the nice weather but has been stuck indoors writing an essay for most of it
happiness,@matty500 Congratulations! I wish I could be there to see it happen.
happiness,My car is home. Yay! $613.22 Boo!  I'm paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\
happiness,"@gnimsh forgot to answer your kindle question yesterday. honestly, haven't used it much. have two paperback books i want 2 read first."
happiness,@me_chiel Well...I would love to have a Zoo! ;P Dont think I can be there sunday.  But sometime I will !I want to!
